  (301, 0)	0.9963653273644639
  (341, 0)	0.9966883249298767
  (497, 0)	0.995377469919713
  (559, 0)	0.9963652653604685
  (575, 0)	0.9963695998394574
  (604, 0)	0.9963696949506491
  (652, 0)	0.9966948124703147
  (664, 0)	0.9966935229049563
  (684, 0)	0.9970216813380212
  (702, 0)	0.996369637049308
  (762, 0)	0.9970202967828844
  (773, 0)	0.9960372131853965
  (806, 0)	0.9966856670478873
  (838, 0)	0.996695138243232
  (863, 0)	0.9963699496150447
  (870, 0)	0.9960376128600655
  (906, 0)	0.9944039046074373
  (914, 0)	0.996368983292417
  (923, 0)	0.995708237971499
  (927, 0)	0.9963700575491634
  (941, 0)	0.9957099259399129
  (979, 0)	0.9957090717913378
  (986, 0)	0.9957099252941385
  (989, 0)	0.9957034709667701
  (1002, 0)	0.9957065246686388
  (1005, 0)	0.9970163274885787
  (1010, 0)	0.9963649666566474
  (1032, 0)	0.9970207428067586
  (1036, 0)	0.9957090766016832
  (1067, 0)	0.9960394104465011
  (1099, 0)	0.9966913456465465  (54, 0)	1.013979580755289
  (83, 0)	1.013992049879156
  (86, 0)	0.9982141910229632
  (135, 0)	1.0115381610126286
  (162, 0)	1.0049012851927617
  (165, 0)	1.0031767169708645
  (251, 0)	1.001438503232892
  (255, 0)	1.0115862639829232
  (261, 0)	0.9947181950902947
  (277, 0)	1.0066281741224652
  (285, 0)	0.9981101427827764
  (356, 0)	1.0014692409074133
  (376, 0)	1.0049033094124782
  (410, 0)	1.0014220204797324
  (417, 0)	1.0099132199080834
  (444, 0)	1.0065533002257092
  (463, 0)	1.0115713750062378
  (506, 0)	1.0150761496523468
  (564, 0)	1.0049029438317432
  (595, 0)	0.9998048596151885
  (628, 0)	1.003089812645741
  (644, 0)	0.9946565350406329
  (695, 0)	0.9979637014659928
  (768, 0)	1.0082710710500602
  (858, 0)	1.0031051103854447
  (944, 0)	1.0048809019163845  (63, 0)	1.0205809122713776
  (72, 0)	1.0274835940419864
  (111, 0)	1.024324673551008
  (130, 0)	1.0275905863651151
  (154, 0)	1.0223656624074875
  (167, 0)	1.0163611324148267
  (190, 0)	1.0128457625863883
  (198, 0)	1.0180683005598217
  (239, 0)	1.0200503116039525
  (247, 0)	1.016079817753965
  (275, 0)	1.014579050461396
  (286, 0)	1.0292533122959715
  (304, 0)	1.0164087885002797
  (350, 0)	1.0223460116404275
  (357, 0)	1.022283276499085
  (370, 0)	1.0146873152595253
  (382, 0)	1.0126293338216494
  (391, 0)	1.018360566435074
  (436, 0)	1.0031106966106573
  (647, 0)	1.0049393406364047
  (649, 0)	1.0068651944719884
  (694, 0)	1.010549223749469
  (708, 0)	1.0161240571454178  (21, 0)	1.0184862790293496
  (26, 0)	1.0308407190569286
  (116, 0)	1.020439359063143
  (126, 0)	1.0185159605953653
  (151, 0)	1.0432441649070783
  (188, 0)	1.0202598252103654
  (254, 0)	1.0252113017944413
  (266, 0)	1.026927625528082
  (313, 0)	1.026862623196789
  (363, 0)	1.0102461397243019
  (370, 0)	1.0164760129265242
  (381, 0)	1.0225371847991656
  (385, 0)	1.0144812071746805
  (391, 0)	1.0205116741032987
  (403, 0)	1.0205482491327842
  (408, 0)	1.0202877817871518
  (414, 0)	1.0374883670006212
  (436, 0)	1.0037813554631325
  (453, 0)	1.051843939194328
  (465, 0)	1.0249873993984535
  (466, 0)	1.0293535670882643
  (469, 0)	1.0228643168670226
  (483, 0)	1.0202163761007452
  (541, 0)	1.0209223094137558
  (584, 0)	1.0313132661858633
  (659, 0)	1.0372079728266441
  (729, 0)	1.026970753767623
  (755, 0)	1.0290437147692413  (23, 0)	1.2602234638738503
  (39, 0)	1.1588108911868473
  (45, 0)	1.2226528062115514
  (48, 0)	1.2505869371567597
  (49, 0)	1.1528322768391215
  (51, 0)	1.2359744583312986
  (53, 0)	1.1958358026855296
  (55, 0)	1.2153129891052439
  (75, 0)	1.2706831867919262
  (115, 0)	1.2362036288986904
  (127, 0)	1.2230044435516436
  (134, 0)	1.2467238905835716
  (197, 0)	1.1717164599765597
  (203, 0)	1.243397249960394
  (205, 0)	1.166539022953831
  (213, 0)	1.1238437346954573
  (232, 0)	1.2828476363922814
  (353, 0)	1.2494377747969432
  (354, 0)	1.2462390010480462  (3, 0)	1.082279683617089
  (6, 0)	1.1015052575787792
  (13, 0)	1.1489798012778845
  (53, 0)	1.1336925917791807
  (83, 0)	1.0484145632925033
  (103, 0)	1.0535930377853038
  (105, 0)	1.125515108992468
  (106, 0)	1.052621844384298
  (119, 0)	1.130044128533821
  (136, 0)	1.1323075561891545
  (141, 0)	1.0777198515170308
